promotion_id,customer_id,product_id,erp_source,promotion_type,baseline_price,promotional_price,discount_pct,discount_amount,volume_units,trade_spend_amount,volume_uplift_pct,promo_start_date,promo_end_date,transaction_date,approval_status,_ingestion_timestamp
PROMO00590,CUST004,PROD012,NAV1,Bundle Deal,4.49,3.962,11.76,0.528,3445,1818.96,28.5,2024-01-24,2024-02-18,2024-01-24,APPROVED,2026-05-05T00:00:29.879203
PROMO00591,CUST002,PROD013,NAV2,Clearance,1.89,1.4583,22.84,0.4317,3796,1638.73,33.25,2024-12-03,2024-12-14,2024-12-03,APPROVED,2026-05-05T00:00:29.879213
PROMO00592,CUST008,PROD001,TROPOS,Retailer Event,1.09,0.9199,15.61,0.1701,447,76.03,28.55,2024-10-10,2024-11-01,2024-10-10,APPROVED,2026-05-05T00:00:29.879232
PROMO00593,CUST009,PROD013,CLOUDSUITE,Clearance,1.89,1.4474,23.42,0.4426,1501,664.34,1.95,2024-12-20,2024-12-31,2024-12-20,APPROVED,2026-05-05T00:00:29.879246
PROMO00594,CUST002,PROD007,NAV2,Retailer Event,0.99,0.8103,18.15,0.1797,2686,482.67,11.75,2024-09-15,2024-10-11,2024-09-15,APPROVED,2026-05-05T00:00:29.879257
PROMO00595,CUST012,PROD013,CLOUDSUITE,New Product Launch,1.89,1.7018,9.96,0.1882,3309,622.75,13.11,2024-06-24,2024-07-05,2024-06-24,APPROVED,2026-05-05T00:00:29.879270
PROMO00596,CUST003,PROD007,CLOUDSUITE,Market Development Fund,0.99,0.8212,17.05,0.1688,4246,716.72,23.06,2024-06-02,2024-06-19,2024-06-02,APPROVED,2026-05-05T00:00:29.879281
PROMO00597,CUST012,PROD012,CLOUDSUITE,Seasonal Promotion,4.49,3.4254,23.71,1.0646,1830,1948.22,19.97,2024-04-12,2024-04-28,2024-04-12,APPROVED,2026-05-05T00:00:29.879294
PROMO00598,CUST011,PROD006,NAV1,Bundle Deal,4.29,3.2853,23.42,1.0047,1136,1141.34,34.01,2024-12-29,2025-01-10,2024-12-29,APPROVED,2026-05-05T00:00:29.879304
PROMO00599,CUST009,PROD009,CLOUDSUITE,Volume Discount,4.99,4.0474,18.89,0.9426,2690,2535.59,25.43,2024-12-29,2025-01-22,2024-12-29,APPROVED,2026-05-05T00:00:29.879315
PROMO00600,CUST008,PROD010,TROPOS,Bundle Deal,1.49,1.2455,16.41,0.2445,3469,848.17,30.75,2024-12-11,2025-01-04,2024-12-11,APPROVED,2026-05-05T00:00:29.879325
PROMO00601,CUST005,PROD015,NAV2,Volume Discount,1.45,1.1317,21.95,0.3183,154,49.02,-3.99,2024-09-24,2024-10-05,2024-09-24,APPROVED,2026-05-05T00:00:29.879335
PROMO00602,CUST001,PROD011,NAV1,Market Development Fund,1.49,1.3987,6.13,0.0913,2237,204.24,1.44,2025-01-19,2025-02-04,2025-01-19,APPROVED,2026-05-05T00:00:29.879346
PROMO00603,CUST011,PROD005,NAV1,Market Development Fund,3.49,3.2132,7.93,0.2768,558,154.45,6.81,2024-12-19,2025-01-12,2024-12-19,APPROVED,2026-05-05T00:00:29.879356
PROMO00604,CUST001,PROD006,NAV1,Market Development Fund,4.29,3.3771,21.28,0.9129,889,811.57,22.02,2024-11-11,2024-12-05,2024-11-11,APPROVED,2026-05-05T00:00:29.879366
PROMO00605,CUST004,PROD012,NAV1,Clearance,4.49,3.6845,17.94,0.8055,3235,2605.79,26.37,2024-05-01,2024-05-17,2024-05-01,APPROVED,2026-05-05T00:00:29.879376
PROMO00606,CUST012,PROD011,CLOUDSUITE,Retailer Event,1.49,1.4015,5.94,0.0885,3175,280.99,33.27,2024-07-17,2024-08-14,2024-07-17,APPROVED,2026-05-05T00:00:29.879387
PROMO00607,CUST006,PROD009,M3_V133,Clearance,4.99,4.6866,6.08,0.3034,2108,639.57,29.75,2024-04-13,2024-05-04,2024-04-13,APPROVED,2026-05-05T00:00:29.879400
PROMO00608,CUST004,PROD015,NAV1,Clearance,1.45,1.1936,17.68,0.2564,3062,785.1,16.86,2025-01-21,2025-02-16,2025-01-21,APPROVED,2026-05-05T00:00:29.879413
PROMO00609,CUST004,PROD013,NAV1,Retailer Event,1.89,1.5214,19.5,0.3686,1635,602.66,2.1,2024-05-30,2024-06-27,2024-05-30,APPROVED,2026-05-05T00:00:29.879424
PROMO00610,CUST002,PROD003,NAV2,Retailer Event,2.29,1.7347,24.25,0.5553,4259,2365.02,-3.37,2024-03-02,2024-03-17,2024-03-02,APPROVED,2026-05-05T00:00:29.879434
PROMO00611,CUST009,PROD005,CLOUDSUITE,Volume Discount,3.49,3.2248,7.6,0.2652,4834,1281.98,8.22,2024-05-10,2024-05-21,2024-05-10,APPROVED,2026-05-05T00:00:29.879444
PROMO00612,CUST001,PROD003,NAV1,Market Development Fund,2.29,1.7502,23.57,0.5398,4939,2666.07,32.3,2024-01-27,2024-02-22,2024-01-27,APPROVED,2026-05-05T00:00:29.879455
PROMO00613,CUST011,PROD005,NAV1,New Product Launch,3.49,2.9731,14.81,0.5169,4741,2450.62,-2.08,2024-10-08,2024-10-25,2024-10-08,APPROVED,2026-05-05T00:00:29.879465
PROMO00614,CUST009,PROD004,CLOUDSUITE,Market Development Fund,3.99,3.0268,24.14,0.9632,4314,4155.24,15.21,2024-02-04,2024-02-24,2024-02-04,APPROVED,2026-05-05T00:00:29.879475
PROMO00615,CUST009,PROD009,CLOUDSUITE,Seasonal Promotion,4.99,4.3378,13.07,0.6522,2912,1899.21,21.53,2024-04-23,2024-05-10,2024-04-23,APPROVED,2026-05-05T00:00:29.879485
PROMO00616,CUST006,PROD005,M3_V133,Clearance,3.49,3.163,9.37,0.327,4395,1437.17,27.95,2024-08-31,2024-09-27,2024-08-31,APPROVED,2026-05-05T00:00:29.879496
PROMO00617,CUST001,PROD002,NAV1,Bundle Deal,1.09,0.8897,18.38,0.2003,3700,741.11,19.55,2024-05-03,2024-05-29,2024-05-03,APPROVED,2026-05-05T00:00:29.879506
PROMO00618,CUST004,PROD001,NAV1,Market Development Fund,1.09,0.8867,18.65,0.2033,2679,544.64,32.8,2024-07-14,2024-08-02,2024-07-14,APPROVED,2026-05-05T00:00:29.879526
PROMO00619,CUST005,PROD009,NAV2,Market Development Fund,4.99,4.0179,19.48,0.9721,252,244.97,25.82,2024-09-21,2024-10-14,2024-09-21,APPROVED,2026-05-05T00:00:29.879536
PROMO00620,CUST009,PROD008,CLOUDSUITE,Seasonal Promotion,1.49,1.2704,14.74,0.2196,2478,544.17,7.81,2024-11-29,2024-12-08,2024-11-29,APPROVED,2026-05-05T00:00:29.879547
PROMO00621,CUST002,PROD003,NAV2,Volume Discount,2.29,1.7306,24.43,0.5594,4457,2493.25,20.08,2024-09-30,2024-10-13,2024-09-30,APPROVED,2026-05-05T00:00:29.879560
PROMO00622,CUST011,PROD011,NAV1,Seasonal Promotion,1.49,1.185,20.47,0.305,3525,1075.12,16.51,2024-02-23,2024-03-14,2024-02-23,APPROVED,2026-05-05T00:00:29.879571
PROMO00623,CUST011,PROD014,NAV1,Retailer Event,4.29,3.269,23.8,1.021,1309,1336.49,23.67,2024-01-13,2024-01-21,2024-01-13,APPROVED,2026-05-05T00:00:29.879582
PROMO00624,CUST002,PROD002,NAV2,Volume Discount,1.09,1.0236,6.09,0.0664,2113,140.3,18.0,2024-10-12,2024-10-26,2024-10-12,APPROVED,2026-05-05T00:00:29.879592
PROMO00625,CUST005,PROD007,NAV2,New Product Launch,0.99,0.8637,12.76,0.1263,3363,424.75,-4.32,2024-08-09,2024-09-06,2024-08-09,APPROVED,2026-05-05T00:00:29.879608
PROMO00626,CUST002,PROD009,NAV2,Bundle Deal,4.99,4.7345,5.12,0.2555,568,145.12,18.42,2025-01-22,2025-01-31,2025-01-22,APPROVED,2026-05-05T00:00:29.879618
PROMO00627,CUST006,PROD015,M3_V133,Bundle Deal,1.45,1.2316,15.06,0.2184,2424,529.4,7.05,2025-02-06,2025-02-15,2025-02-06,APPROVED,2026-05-05T00:00:29.879629
PROMO00628,CUST005,PROD013,NAV2,Market Development Fund,1.89,1.4453,23.53,0.4447,3174,1411.48,21.43,2024-07-21,2024-08-12,2024-07-21,APPROVED,2026-05-05T00:00:29.879639
PROMO00629,CUST003,PROD009,CLOUDSUITE,Market Development Fund,4.99,4.5209,9.4,0.4691,3253,1525.98,28.98,2025-02-11,2025-02-27,2025-02-11,APPROVED,2026-05-05T00:00:29.879649
PROMO00630,CUST011,PROD003,NAV1,Clearance,2.29,2.039,10.96,0.251,3106,779.61,29.99,2024-01-06,2024-01-17,2024-01-06,APPROVED,2026-05-05T00:00:29.879660
PROMO00631,CUST002,PROD001,NAV2,Clearance,1.09,1.0344,5.1,0.0556,4937,274.5,16.9,2024-07-20,2024-07-29,2024-07-20,APPROVED,2026-05-05T00:00:29.879670
PROMO00632,CUST005,PROD004,NAV2,Retailer Event,3.99,3.1932,19.97,0.7968,2866,2283.63,31.23,2024-04-18,2024-05-11,2024-04-18,APPROVED,2026-05-05T00:00:29.879681
PROMO00633,CUST003,PROD003,CLOUDSUITE,Volume Discount,2.29,2.0912,8.68,0.1988,2120,421.46,2.25,2024-04-09,2024-05-04,2024-04-09,APPROVED,2026-05-05T00:00:29.879693
PROMO00634,CUST001,PROD014,NAV1,Bundle Deal,4.29,3.4311,20.02,0.8589,4546,3904.56,16.99,2024-08-24,2024-09-09,2024-08-24,APPROVED,2026-05-05T00:00:29.879704
PROMO00635,CUST011,PROD002,NAV1,Clearance,1.09,0.9809,10.01,0.1091,1667,181.87,14.49,2025-01-06,2025-01-23,2025-01-06,APPROVED,2026-05-05T00:00:29.880705
PROMO00636,CUST006,PROD003,M3_V133,New Product Launch,2.29,1.868,18.43,0.422,1971,831.76,19.78,2024-02-21,2024-03-05,2024-02-21,APPROVED,2026-05-05T00:00:29.880720
PROMO00637,CUST006,PROD008,M3_V133,Clearance,1.49,1.2813,14.01,0.2087,2554,533.02,1.1,2024-12-21,2025-01-15,2024-12-21,APPROVED,2026-05-05T00:00:29.880732
PROMO00638,CUST006,PROD013,M3_V133,Volume Discount,1.89,1.6759,11.33,0.2141,3558,761.77,7.53,2024-03-27,2024-04-10,2024-03-27,APPROVED,2026-05-05T00:00:29.880743
PROMO00639,CUST012,PROD012,CLOUDSUITE,Seasonal Promotion,4.49,3.6899,17.82,0.8001,2316,1853.03,22.18,2024-07-03,2024-07-20,2024-07-03,APPROVED,2026-05-05T00:00:29.880754
PROMO00640,CUST008,PROD008,TROPOS,Clearance,1.49,1.2827,13.91,0.2073,2552,529.03,-0.65,2024-09-06,2024-10-03,2024-09-06,APPROVED,2026-05-05T00:00:29.880764
PROMO00641,CUST010,PROD002,NAV2,Seasonal Promotion,1.09,0.8519,21.84,0.2381,1196,284.77,5.53,2024-10-02,2024-10-29,2024-10-02,APPROVED,2026-05-05T00:00:29.880775
PROMO00642,CUST002,PROD012,NAV2,Bundle Deal,4.49,4.1977,6.51,0.2923,202,59.04,-3.75,2024-09-16,2024-10-11,2024-09-16,APPROVED,2026-05-05T00:00:29.880786
PROMO00643,CUST010,PROD007,NAV2,Clearance,0.99,0.7882,20.38,0.2018,1792,361.63,5.42,2024-01-19,2024-02-12,2024-01-19,APPROVED,2026-05-05T00:00:29.880797
PROMO00644,CUST008,PROD011,TROPOS,Seasonal Promotion,1.49,1.1845,20.5,0.3055,3046,930.55,30.66,2024-07-19,2024-08-13,2024-07-19,APPROVED,2026-05-05T00:00:29.880818
PROMO00645,CUST012,PROD014,CLOUDSUITE,Clearance,4.29,3.8258,10.82,0.4642,3856,1789.96,-1.38,2024-09-13,2024-10-01,2024-09-13,APPROVED,2026-05-05T00:00:29.880828
PROMO00646,CUST009,PROD001,CLOUDSUITE,Clearance,1.09,0.8911,18.25,0.1989,1408,280.05,0.61,2025-01-22,2025-02-03,2025-01-22,APPROVED,2026-05-05T00:00:29.880842
PROMO00647,CUST003,PROD010,CLOUDSUITE,Bundle Deal,1.49,1.1328,23.97,0.3572,1247,445.43,14.34,2025-01-11,2025-01-29,2025-01-11,APPROVED,2026-05-05T00:00:29.880853
PROMO00648,CUST001,PROD004,NAV1,New Product Launch,3.99,3.1828,20.23,0.8072,1948,1572.43,9.78,2024-02-02,2024-02-10,2024-02-02,APPROVED,2026-05-05T00:00:29.880863
PROMO00649,CUST011,PROD004,NAV1,Retailer Event,3.99,3.3771,15.36,0.6129,3009,1844.22,31.72,2024-07-17,2024-07-25,2024-07-17,APPROVED,2026-05-05T00:00:29.880874
PROMO00650,CUST001,PROD011,NAV1,Market Development Fund,1.49,1.3189,11.48,0.1711,4321,739.32,5.94,2024-11-20,2024-12-05,2024-11-20,APPROVED,2026-05-05T00:00:29.880884
PROMO00651,CUST010,PROD009,NAV2,Retailer Event,4.99,4.1716,16.4,0.8184,3135,2565.68,9.61,2024-11-30,2024-12-27,2024-11-30,APPROVED,2026-05-05T00:00:29.880894
PROMO00652,CUST002,PROD009,NAV2,Retailer Event,4.99,4.4895,10.03,0.5005,1875,938.44,9.12,2024-09-21,2024-10-09,2024-09-21,APPROVED,2026-05-05T00:00:29.880905
PROMO00653,CUST008,PROD013,TROPOS,Clearance,1.89,1.6133,14.64,0.2767,4999,1383.22,30.28,2024-01-04,2024-01-25,2024-01-04,APPROVED,2026-05-05T00:00:29.880918
PROMO00654,CUST003,PROD004,CLOUDSUITE,Seasonal Promotion,3.99,3.7291,6.54,0.2609,2350,613.12,2.48,2024-04-18,2024-05-06,2024-04-18,APPROVED,2026-05-05T00:00:29.880928
PROMO00655,CUST010,PROD012,NAV2,Market Development Fund,4.49,3.5318,21.34,0.9582,1936,1855.08,8.21,2024-07-31,2024-08-10,2024-07-31,APPROVED,2026-05-05T00:00:29.880939
PROMO00656,CUST008,PROD011,TROPOS,Seasonal Promotion,1.49,1.2728,14.58,0.2172,1776,385.75,20.89,2024-10-29,2024-11-18,2024-10-29,APPROVED,2026-05-05T00:00:29.880949
PROMO00657,CUST001,PROD004,NAV1,Seasonal Promotion,3.99,3.7562,5.86,0.2338,4748,1110.08,0.39,2024-10-30,2024-11-22,2024-10-30,APPROVED,2026-05-05T00:00:29.880959
PROMO00658,CUST001,PROD015,NAV1,New Product Launch,1.45,1.2115,16.45,0.2385,508,121.16,31.9,2024-03-26,2024-04-18,2024-03-26,APPROVED,2026-05-05T00:00:29.880969
PROMO00659,CUST007,PROD010,M3_V133,Bundle Deal,1.49,1.1267,24.38,0.3633,202,73.39,21.47,2025-01-03,2025-01-19,2025-01-03,APPROVED,2026-05-05T00:00:29.880982
PROMO00660,CUST002,PROD004,NAV2,Seasonal Promotion,3.99,3.4322,13.98,0.5578,3911,2181.56,3.77,2024-09-03,2024-09-23,2024-09-03,APPROVED,2026-05-05T00:00:29.880993
PROMO00661,CUST010,PROD003,NAV2,Bundle Deal,2.29,1.8116,20.89,0.4784,1539,736.26,15.43,2024-11-15,2024-11-27,2024-11-15,APPROVED,2026-05-05T00:00:29.881003
PROMO00662,CUST012,PROD011,CLOUDSUITE,Clearance,1.49,1.3134,11.85,0.1766,3764,664.72,-2.25,2024-11-01,2024-11-20,2024-11-01,APPROVED,2026-05-05T00:00:29.881016
PROMO00663,CUST007,PROD003,M3_V133,Market Development Fund,2.29,2.1258,7.17,0.1642,1707,280.29,31.37,2024-09-24,2024-10-22,2024-09-24,APPROVED,2026-05-05T00:00:29.881026
PROMO00664,CUST007,PROD014,M3_V133,Retailer Event,4.29,3.9472,7.99,0.3428,838,287.27,31.06,2024-03-31,2024-04-26,2024-03-31,APPROVED,2026-05-05T00:00:29.881036
PROMO00665,CUST001,PROD015,NAV1,Volume Discount,1.45,1.1501,20.68,0.2999,4173,1251.48,-1.27,2025-01-20,2025-02-17,2025-01-20,APPROVED,2026-05-05T00:00:29.881047
PROMO00666,CUST003,PROD015,CLOUDSUITE,Bundle Deal,1.45,1.2025,17.07,0.2475,59,14.6,20.97,2025-01-31,2025-02-23,2025-01-31,APPROVED,2026-05-05T00:00:29.881057
PROMO00667,CUST007,PROD006,M3_V133,Seasonal Promotion,4.29,3.3248,22.5,0.9652,4390,4237.23,32.54,2024-08-07,2024-08-29,2024-08-07,APPROVED,2026-05-05T00:00:29.881068
PROMO00668,CUST007,PROD006,M3_V133,Retailer Event,4.29,3.5701,16.78,0.7199,4769,3433.2,0.36,2024-02-20,2024-03-13,2024-02-20,APPROVED,2026-05-05T00:00:29.881081
PROMO00669,CUST004,PROD015,NAV1,Clearance,1.45,1.1284,22.18,0.3216,2370,762.19,11.35,2024-11-02,2024-11-15,2024-11-02,APPROVED,2026-05-05T00:00:29.881092
PROMO00670,CUST001,PROD012,NAV1,Clearance,4.49,3.5978,19.87,0.8922,108,96.36,-0.29,2024-10-22,2024-10-29,2024-10-22,APPROVED,2026-05-05T00:00:29.881102
PROMO00671,CUST007,PROD011,M3_V133,New Product Launch,1.49,1.3543,9.11,0.1357,2637,357.84,-0.74,2024-07-28,2024-08-17,2024-07-28,APPROVED,2026-05-05T00:00:29.881112
PROMO00672,CUST011,PROD010,NAV1,Clearance,1.49,1.34,10.07,0.15,4441,666.15,9.63,2024-08-04,2024-08-19,2024-08-04,APPROVED,2026-05-05T00:00:29.881126
PROMO00673,CUST011,PROD007,NAV1,Market Development Fund,0.99,0.791,20.1,0.199,3435,683.56,17.3,2024-10-09,2024-10-21,2024-10-09,APPROVED,2026-05-05T00:00:29.881136
PROMO00674,CUST006,PROD009,M3_V133,Clearance,4.99,4.1866,16.1,0.8034,2128,1709.64,8.77,2024-06-06,2024-06-25,2024-06-06,APPROVED,2026-05-05T00:00:29.881147
PROMO00675,CUST012,PROD003,CLOUDSUITE,Seasonal Promotion,2.29,1.7839,22.1,0.5061,1025,518.75,12.86,2025-01-17,2025-01-29,2025-01-17,APPROVED,2026-05-05T00:00:29.881158
PROMO00676,CUST002,PROD004,NAV2,Clearance,3.99,3.3847,15.17,0.6053,2822,1708.16,19.56,2025-02-14,2025-03-14,2025-02-14,APPROVED,2026-05-05T00:00:29.881168
PROMO00677,CUST012,PROD001,CLOUDSUITE,Volume Discount,1.09,1.0005,8.21,0.0895,93,8.32,27.93,2025-02-15,2025-03-09,2025-02-15,APPROVED,2026-05-05T00:00:29.881179
PROMO00678,CUST010,PROD007,NAV2,New Product Launch,0.99,0.9231,6.76,0.0669,2205,147.51,-1.8,2024-04-23,2024-05-01,2024-04-23,APPROVED,2026-05-05T00:00:29.881189
PROMO00679,CUST012,PROD007,CLOUDSUITE,Bundle Deal,0.99,0.7563,23.61,0.2337,3332,778.69,15.84,2024-11-10,2024-12-06,2024-11-10,APPROVED,2026-05-05T00:00:29.881200
PROMO00680,CUST001,PROD013,NAV1,Volume Discount,1.89,1.4855,21.4,0.4045,4099,1658.05,3.07,2024-08-12,2024-09-09,2024-08-12,APPROVED,2026-05-05T00:00:29.881210
PROMO00681,CUST009,PROD005,CLOUDSUITE,Clearance,3.49,3.1797,8.89,0.3103,4961,1539.4,22.94,2024-09-18,2024-10-14,2024-09-18,APPROVED,2026-05-05T00:00:29.881241
PROMO00682,CUST003,PROD011,CLOUDSUITE,Volume Discount,1.49,1.4048,5.72,0.0852,2009,171.17,34.03,2024-12-01,2024-12-10,2024-12-01,APPROVED,2026-05-05T00:00:29.881258
PROMO00683,CUST005,PROD013,NAV2,Clearance,1.89,1.6445,12.99,0.2455,3287,806.96,3.01,2024-07-26,2024-08-02,2024-07-26,APPROVED,2026-05-05T00:00:29.881269
PROMO00684,CUST012,PROD012,CLOUDSUITE,New Product Launch,4.49,4.204,6.37,0.286,788,225.37,24.05,2024-10-08,2024-11-01,2024-10-08,APPROVED,2026-05-05T00:00:29.881282
PROMO00685,CUST010,PROD006,NAV2,Clearance,4.29,3.7773,11.95,0.5127,2315,1186.9,33.52,2024-04-25,2024-05-16,2024-04-25,APPROVED,2026-05-05T00:00:29.881293
PROMO00686,CUST007,PROD010,M3_V133,Clearance,1.49,1.4142,5.09,0.0758,1483,112.41,-0.74,2024-07-27,2024-08-05,2024-07-27,APPROVED,2026-05-05T00:00:29.881303
PROMO00687,CUST009,PROD005,CLOUDSUITE,Clearance,3.49,3.0782,11.8,0.4118,1008,415.09,33.27,2025-02-15,2025-03-11,2025-02-15,APPROVED,2026-05-05T00:00:29.881313
PROMO00688,CUST010,PROD005,NAV2,Retailer Event,3.49,2.8311,18.88,0.6589,3139,2068.29,25.8,2024-10-15,2024-11-01,2024-10-15,APPROVED,2026-05-05T00:00:29.881324
PROMO00689,CUST008,PROD011,TROPOS,Retailer Event,1.49,1.2783,14.21,0.2117,4857,1028.23,-0.35,2024-01-15,2024-01-24,2024-01-15,APPROVED,2026-05-05T00:00:29.881334
PROMO00690,CUST007,PROD011,M3_V133,Bundle Deal,1.49,1.1805,20.77,0.3095,1855,574.12,4.2,2024-12-12,2024-12-29,2024-12-12,APPROVED,2026-05-05T00:00:29.881344
PROMO00691,CUST007,PROD006,M3_V133,Market Development Fund,4.29,3.6323,15.33,0.6577,129,84.84,5.53,2024-12-24,2025-01-09,2024-12-24,APPROVED,2026-05-05T00:00:29.881354
PROMO00692,CUST002,PROD007,NAV2,Clearance,0.99,0.8071,18.47,0.1829,2851,521.45,32.26,2024-02-08,2024-03-01,2024-02-08,APPROVED,2026-05-05T00:00:29.881365
PROMO00693,CUST006,PROD006,M3_V133,Seasonal Promotion,4.29,3.888,9.37,0.402,4749,1909.1,32.88,2024-05-17,2024-06-14,2024-05-17,APPROVED,2026-05-05T00:00:29.881375
PROMO00694,CUST004,PROD008,NAV1,Seasonal Promotion,1.49,1.1959,19.74,0.2941,1973,580.26,29.91,2025-01-11,2025-01-24,2025-01-11,APPROVED,2026-05-05T00:00:29.881385
PROMO00695,CUST004,PROD004,NAV1,Market Development Fund,3.99,3.1242,21.7,0.8658,2966,2567.96,-0.73,2024-03-20,2024-03-29,2024-03-20,APPROVED,2026-05-05T00:00:29.881395
PROMO00696,CUST011,PROD011,NAV1,Market Development Fund,1.49,1.2687,14.85,0.2213,104,23.02,16.66,2025-01-26,2025-02-03,2025-01-26,APPROVED,2026-05-05T00:00:29.881406
PROMO00697,CUST008,PROD006,TROPOS,Market Development Fund,4.29,3.5431,17.41,0.7469,4083,3049.59,5.99,2024-10-21,2024-11-02,2024-10-21,APPROVED,2026-05-05T00:00:29.881421
PROMO00698,CUST009,PROD005,CLOUDSUITE,Volume Discount,3.49,3.0377,12.96,0.4523,4774,2159.28,16.03,2024-03-06,2024-03-26,2024-03-06,APPROVED,2026-05-05T00:00:29.881431
PROMO00699,CUST008,PROD009,TROPOS,Market Development Fund,4.99,4.7081,5.65,0.2819,2894,815.82,22.45,2024-07-20,2024-08-01,2024-07-20,APPROVED,2026-05-05T00:00:29.881444
PROMO00700,CUST008,PROD002,TROPOS,Bundle Deal,1.09,0.8833,18.96,0.2067,3818,789.18,-4.66,2024-06-10,2024-07-08,2024-06-10,APPROVED,2026-05-05T00:00:29.881454
PROMO00701,CUST004,PROD007,NAV1,Clearance,0.99,0.8255,16.62,0.1645,2715,446.62,29.47,2024-07-04,2024-07-16,2024-07-04,APPROVED,2026-05-05T00:00:29.881464
PROMO00702,CUST009,PROD005,CLOUDSUITE,New Product Launch,3.49,3.1501,9.74,0.3399,3911,1329.35,9.64,2024-11-09,2024-12-01,2024-11-09,APPROVED,2026-05-05T00:00:29.881475
PROMO00703,CUST007,PROD004,M3_V133,Market Development Fund,3.99,3.4561,13.38,0.5339,3099,1654.56,11.02,2024-07-05,2024-07-26,2024-07-05,APPROVED,2026-05-05T00:00:29.881485
PROMO00704,CUST003,PROD010,CLOUDSUITE,Seasonal Promotion,1.49,1.3765,7.62,0.1135,4767,541.05,27.57,2024-12-17,2025-01-01,2024-12-17,APPROVED,2026-05-05T00:00:29.881495
PROMO00705,CUST004,PROD009,NAV1,Seasonal Promotion,4.99,4.3094,13.64,0.6806,3170,2157.5,27.0,2024-04-10,2024-04-21,2024-04-10,APPROVED,2026-05-05T00:00:29.881505
PROMO00706,CUST008,PROD013,TROPOS,Seasonal Promotion,1.89,1.7919,5.19,0.0981,3503,343.64,34.82,2024-09-12,2024-10-09,2024-09-12,APPROVED,2026-05-05T00:00:29.881516
PROMO00707,CUST009,PROD009,CLOUDSUITE,New Product Launch,4.99,4.0214,19.41,0.9686,4036,3909.27,17.49,2024-06-02,2024-06-27,2024-06-02,APPROVED,2026-05-05T00:00:29.881526
PROMO00708,CUST001,PROD007,NAV1,Seasonal Promotion,0.99,0.9209,6.98,0.0691,1388,95.91,27.55,2024-01-31,2024-02-22,2024-01-31,APPROVED,2026-05-05T00:00:29.881536
PROMO00709,CUST011,PROD002,NAV1,New Product Launch,1.09,0.9374,14.0,0.1526,2791,425.91,9.41,2024-05-13,2024-06-06,2024-05-13,APPROVED,2026-05-05T00:00:29.881547
PROMO00710,CUST005,PROD006,NAV2,Market Development Fund,4.29,4.0583,5.4,0.2317,1043,241.66,22.18,2024-06-28,2024-07-24,2024-06-28,APPROVED,2026-05-05T00:00:29.881563
PROMO00711,CUST004,PROD010,NAV1,Market Development Fund,1.49,1.2439,16.52,0.2461,4460,1097.61,6.38,2024-03-30,2024-04-16,2024-03-30,APPROVED,2026-05-05T00:00:29.881573
PROMO00712,CUST011,PROD009,NAV1,Retailer Event,4.99,4.254,14.75,0.736,3711,2731.3,19.55,2024-02-10,2024-03-02,2024-02-10,APPROVED,2026-05-05T00:00:29.881583
PROMO00713,CUST011,PROD003,NAV1,Bundle Deal,2.29,1.7777,22.37,0.5123,2813,1441.1,19.49,2024-08-03,2024-08-22,2024-08-03,APPROVED,2026-05-05T00:00:29.881594
PROMO00714,CUST002,PROD002,NAV2,New Product Launch,1.09,1.0002,8.24,0.0898,1919,172.33,21.12,2024-06-09,2024-06-24,2024-06-09,APPROVED,2026-05-05T00:00:29.881604
PROMO00715,CUST010,PROD011,NAV2,Market Development Fund,1.49,1.2976,12.91,0.1924,3694,710.73,32.55,2025-02-03,2025-02-28,2025-02-03,APPROVED,2026-05-05T00:00:29.881614
PROMO00716,CUST009,PROD008,CLOUDSUITE,Seasonal Promotion,1.49,1.2921,13.28,0.1979,1556,307.93,24.11,2024-01-12,2024-02-09,2024-01-12,APPROVED,2026-05-05T00:00:29.881625
PROMO00717,CUST005,PROD012,NAV2,Seasonal Promotion,4.49,3.6365,19.01,0.8535,705,601.72,10.88,2024-04-17,2024-04-27,2024-04-17,APPROVED,2026-05-05T00:00:29.881635
PROMO00718,CUST002,PROD015,NAV2,Volume Discount,1.45,1.1227,22.57,0.3273,4542,1486.6,25.84,2024-01-28,2024-02-20,2024-01-28,APPROVED,2026-05-05T00:00:29.881649
PROMO00719,CUST002,PROD002,NAV2,Bundle Deal,1.09,0.9783,10.25,0.1117,1322,147.67,32.26,2024-02-13,2024-03-03,2024-02-13,APPROVED,2026-05-05T00:00:29.881662
PROMO00720,CUST005,PROD004,NAV2,Bundle Deal,3.99,3.593,9.95,0.397,2377,943.67,0.06,2024-08-14,2024-09-06,2024-08-14,APPROVED,2026-05-05T00:00:29.881673
PROMO00721,CUST003,PROD001,CLOUDSUITE,Market Development Fund,1.09,1.0279,5.7,0.0621,2973,184.62,14.05,2024-06-15,2024-07-09,2024-06-15,APPROVED,2026-05-05T00:00:29.881683
PROMO00722,CUST005,PROD009,NAV2,Clearance,4.99,4.2964,13.9,0.6936,4467,3098.31,18.9,2024-03-31,2024-04-27,2024-03-31,APPROVED,2026-05-05T00:00:29.881694
PROMO00723,CUST012,PROD011,CLOUDSUITE,Bundle Deal,1.49,1.154,22.55,0.336,3613,1213.97,20.58,2024-09-25,2024-10-11,2024-09-25,APPROVED,2026-05-05T00:00:29.881707
